"","id_manz","P","D","L","X","Y","1_FR_A","2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1"
"351","1063-13","1","13","9",233926.703604875,8181526.86346438,6,7,7,5,8,8,7,7,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"355","1064-13","1","13","9",233961.263123125,8181559.7064405,6,7,7,5,8,8,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"359","1065-13","1","13","9",233996.167241444,8181594.58700833,6,7,7,5,9,9,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"360","1065-25","1","25","45",229689.502055857,8181094.50967326,NA,7,7,5,37,2,35,2,0,0,0,0,0,49,0,0,0,0,0,0,0,7,12,FALSE,FALSE,FALSE,FALSE,"1.25.45",TRUE,FALSE
"363","1066-13","1","13","9",234030.49455375,8181626.45963787,6,7,7,5,8,8,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"366","106-7","1","7","8",226108.347460545,8179861.09016491,NA,4,4,8,8,7,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,3,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"368","1067-13","1","13","9",234067.095179,8181650.34646767,6,7,7,5,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"371","106-8","1","8","10",230956.636796652,8179957.36988713,6,7,7,5,22,18,20,8,0,0,0,0,0,23,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"373","1068-13","1","13","9",234083.407270667,8181671.99127067,6.33333333333333,7,7,5,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"376","106-9","1","9","12",198698.7988735,8181599.3045054,8,9,9,3,10,10,10,5,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"378","1069-13","1","13","9",234166.9986926,8181626.036885,6.4,7,7,5,4,4,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"381","10-7","1","7","2",226637.809374,8179745.87104892,3,4,4,8,11,8,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,"1.7.2",TRUE,FALSE
"390","1071-13","1","13","9",234179.203137,8181512.45387633,6.16666666666667,7,7,5,6,6,6,2,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"392","107-13","1","13","55",234026.711038182,8182367.29129691,7,8,8,4,10,8,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"394","107-18","1","18","4",224412.046682,8180428.6140358,4,5,5,7,4,3,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"396","1072-13","1","13","9",234167.426129375,8181547.64659012,6.5,7,7,5,6,6,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"400","107-24","1","24","2",223045.798222333,8180360.338104,4,5,5,7,6,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"401","107-25","1","25","3",230099.502754714,8179453.63194371,5.14285714285714,6,6,6,21,20,21,13,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"404","1073-13","1","13","9",234139.178324125,8181588.8344085,6.5,7,7,5,8,8,7,4,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"408","1074-13","1","13","9",234129.894829889,8181514.74050137,6.14814814814815,7,7,5,26,25,25,16,0,0,0,0,0,27,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"412","1075-13","1","13","9",234076.94732795,8181494.2317865,6,7,7,5,20,20,19,16,0,0,0,0,0,20,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"416","1076-13","1","13","9",234116.5274162,8181428.7901662,6.1,7,7,5,19,19,19,15,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"419","107-7","1","7","8",226255.333903333,8179825.732465,NA,4,4,8,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"421","1077-13","1","13","9",234115.944982714,8181372.19555843,6.28571428571429,7,7,5,18,18,16,10,0,0,0,0,0,21,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"424","107-8","1","8","10",231013.050110933,8180021.352621,6,7,7,5,15,14,13,11,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"426","1078-13","1","13","9",234049.301165,8181388.877238,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"429","107-9","1","9","12",198746.974465125,8181586.83544875,8,9,9,3,8,7,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"431","1079-13","1","13","9",234018.751584,8181455.185554,7,7,7,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"434","10-8","1","8","2",232050.441,8179321.128694,NA,7,7,5,4,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.2",TRUE,FALSE
"443","1081-13","1","13","9",233958.3091404,8181368.3572322,6.25,7,7,5,19,18,16,13,0,0,0,0,0,20,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"445","108-13","1","13","55",233996.5805814,8182338.8405549,7,8,8,4,8,7,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"447","108-18","1","18","4",224458.451496471,8180437.061809,4,5,5,7,13,10,13,2,0,0,0,0,0,17,0,0,0,0,0,0,0,5,4,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"449","1082-13","1","13","9",233883.369141667,8181339.44688117,6.16666666666667,7,7,5,12,12,10,1,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"453","108-24","1","24","2",223002.543672875,8180297.2151425,4,5,5,7,7,7,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"454","108-25","1","25","3",230087.348556056,8179354.12292344,5.11111111111111,6,6,6,18,16,15,8,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"457","1083-13","1","13","9",233955.071375333,8181311.27570139,6.27777777777778,7,7,5,16,15,15,10,1,4,0,0,0,18,2,5,12,0,0,0,0,7,2,FALSE,FALSE,TRUE,FALSE,"1.13.9",TRUE,TRUE
"461","1084-13","1","13","9",233996.8471365,8181263.9873785,7,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"465","1085-13","1","13","9",233966.994162188,8181204.53796144,6.5625,7,7,5,15,15,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"469","1086-13","1","13","9",233970.07031175,8181154.58860319,6.6875,7,7,5,15,15,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"472","108-7","1","7","8",226240.550513909,8179891.67907145,3,4,4,8,11,11,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"474","1087-13","1","13","9",233972.998688563,8181100.7185225,7,7,7,5,14,12,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"476","108-8","1","8","10",230970.566539333,8180024.194959,6,7,7,5,11,10,11,4,0,0,0,0,0,12,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"478","1088-13","1","13","9",233981.446491857,8181053.68422886,7,7,7,5,14,12,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"480","108-9","1","9","12",198742.2756675,8181621.5185215,8,9,9,3,6,6,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"482","1089-13","1","13","9",234044.190383,8181103.95152088,7,7,7,5,8,8,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"484","10-9","1","9","6",199661.9820737,8174747.3332444,8,9,9,3,10,9,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE
"486","1090-13","1","13","9",234041.5580335,8181185.34175383,7,7,7,5,18,17,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"492","1091-13","1","13","9",234036.565142125,8181263.5148215,7,7,7,5,7,7,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"493","109-13","1","13","55",233949.121469583,8182292.64966883,NA,8,8,4,8,6,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,4,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"495","109-18","1","18","4",224476.446586833,8180380.672962,4,5,5,7,6,6,4,3,1,3,0,2,1,6,1,3,3,0,2,4,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.18.4",TRUE,TRUE
"497","1092-13","1","13","9",234031.369879778,8181315.12072844,6.77777777777778,7,7,5,9,9,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"500","109-24","1","24","2",222896.565327833,8180216.2780925,4,5,5,7,6,5,5,1,0,0,0,1,0,6,0,0,0,0,1,1,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.2",TRUE,FALSE
"501","109-25","1","25","3",230043.323137667,8179352.6285055,5.05555555555556,6,6,6,17,17,17,3,0,0,0,0,0,18,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"504","1093-13","1","13","9",234086.072276375,8181318.24921388,6.625,7,7,5,8,8,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"507","1094-13","1","13","9",234087.795565889,8181267.01290244,7,7,7,5,5,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,4,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"515","1097-13","1","13","9",234199.52820775,8181322.89059975,7,7,7,5,8,8,8,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"517","109-8","1","8","10",230933.279329667,8180036.22241517,6,7,7,5,6,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"519","1098-13","1","13","9",234203.1166905,8181272.18061975,7,7,7,5,7,7,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"521","109-9","1","9","12",198792.901768476,8181607.62396743,8,9,9,3,21,21,20,11,0,0,0,0,0,21,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"523","1099-13","1","13","9",234123.2059041,8181210.7156162,7,7,7,5,18,16,16,2,0,0,0,0,0,20,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"528","1100-13","1","13","9",234248.170789313,8181232.98822125,7,7,7,5,13,12,11,1,0,0,0,0,0,16,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.9",TRUE,FALSE
"534","110-13","1","13","55",233865.822593571,8182285.2172315,NA,8,8,4,14,11,12,1,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"536","110-18","1","18","4",224530.285287273,8180375.98386573,4,5,5,7,10,9,9,6,0,0,0,0,0,11,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"541","110-24","1","24","2",222868.8818062,8180255.8519956,4,5,5,7,5,5,5,1,0,0,0,1,0,5,0,0,0,0,1,1,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.2",TRUE,FALSE
"542","110-25","1","25","3",229958.93529763,8179439.82675522,5.03703703703704,6,6,6,27,24,27,19,0,0,0,0,0,27,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"545","1103-13","1","13","5",234110.948574818,8181710.36393591,7,7,7,5,8,8,5,1,0,0,0,0,0,11,0,0,0,0,0,0,0,7,3,FALSE,FALSE,FALSE,FALSE,"1.13.5",TRUE,FALSE
"556","110-7","1","7","8",226124.263769538,8179992.72533754,3,4,4,8,13,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"560","110-8","1","8","10",230901.581107333,8180018.53001242,6,7,7,5,12,11,12,5,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"563","110-9","1","9","12",198840.773029259,8181621.31376918,8,9,9,3,27,27,27,12,0,0,0,0,0,27,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"565","1109-13","1","13","2",233080.3518698,8181659.612133,6,7,7,5,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"571","1110-13","1","13","2",233205.179403,8181705.993064,6,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"579","111-13","1","13","55",233813.088273077,8182381.56160223,7,8,8,4,11,10,8,2,0,0,0,0,0,13,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"581","111-18","1","18","4",224504.836500917,8180436.35106258,4,5,5,7,11,11,10,2,0,0,0,0,0,12,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"583","1112-13","1","13","2",233420.2262025,8181792.14321,6,7,7,5,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"586","111-24","1","24","2",222832.9209865,8180236.91855538,4,5,5,7,6,6,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"587","111-25","1","25","3",229842.980632267,8179455.739452,5.06666666666667,6,6,6,15,14,15,6,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"588","11-13","1","13","102",233891.746217333,8184605.90888142,NA,NA,11,1,8,6,4,2,0,0,0,0,0,12,0,0,0,0,0,0,0,11,4,FALSE,FALSE,FALSE,FALSE,"1.13.102",TRUE,FALSE
"594","1114-13","1","13","2",233448.089367,8181782.023753,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"597","1115-13","1","13","2",233510.617202,8181791.690146,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"602","111-7","1","7","8",226179.27424355,8180108.14156465,NA,NA,NA,NA,16,16,15,0,0,0,0,4,1,20,0,0,0,0,4,4,1,NA,4,TRUE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"604","1117-13","1","13","2",233381.2208955,8181807.301137,6,7,7,5,3,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"606","11-18","1","18","1",223408.5156125,8180926.83054675,4,5,5,7,2,2,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE
"607","111-8","1","8","10",230830.3011164,8180009.72103265,6,7,7,5,20,18,20,10,0,0,0,0,0,20,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"609","1118-13","1","13","2",233260.197583,8181784.80755,6,7,7,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"611","111-9","1","9","12",198806.882030846,8181711.984673,8,9,9,3,12,12,11,1,0,0,0,0,0,13,0,0,0,0,0,0,0,9,1,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"613","1119-13","1","13","2",233234.7886685,8181758.01528025,6,7,7,5,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"616","1120-13","1","13","2",233207.040274357,8181756.24488693,6,7,7,5,13,13,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"622","1121-13","1","13","2",233168.394297333,8181758.185665,6,7,7,5,6,6,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"623","112-13","1","13","55",233781.496307556,8182432.74650144,7,8,8,4,8,8,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,1,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"625","112-18","1","18","4",224548.55410125,8180435.41062525,4,5,5,7,4,4,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"627","1122-13","1","13","2",233132.75389875,8181756.85155125,6,7,7,5,12,12,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"630","112-24","1","24","2",222811.269349,8180258.76647033,4,5,5,7,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"631","112-25","1","25","3",229794.242658625,8179598.20923529,NA,6,6,6,24,20,23,1,0,0,0,0,0,24,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"632","11-23","1","23","1",218564.594198,8182161.343294,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE
"635","1123-13","1","13","2",233136.144234286,8181709.21831914,6,7,7,5,7,7,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"637","11-24","1","24","1",223332.968299591,8179696.46947359,NA,NA,5,7,21,20,16,3,0,0,0,0,0,22,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE
"639","1124-13","1","13","2",233090.1754385,8181706.8113197,6,7,7,5,10,9,8,2,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"641","11-25","1","25","1",229081.661958318,8181598.03948591,5,6,6,6,22,21,22,7,0,0,0,0,0,22,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE
"643","1125-13","1","13","2",233096.4195149,8181751.587302,6,7,7,5,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"646","1126-13","1","13","2",233061.696524125,8181752.43904713,6,7,7,5,7,6,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"648","112-7","1","7","8",226238.655836727,8180034.4643123,NA,NA,NA,NA,28,27,23,2,0,0,0,0,0,33,0,0,0,0,0,0,0,NA,5,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"650","1127-13","1","13","2",233055.360578636,8181695.73430509,6,7,7,5,10,9,9,3,0,0,0,0,0,11,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"652","112-8","1","8","10",230831.439563385,8179953.31440469,6,7,7,5,13,12,11,4,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"654","1128-13","1","13","2",233019.867076053,8181710.73387168,6,7,7,5,17,15,17,6,0,0,0,0,0,19,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"656","112-9","1","9","12",198904.8250728,8181742.7392718,8,9,9,3,10,10,10,1,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"658","1129-13","1","13","2",232988.262061824,8181724.22074576,6,7,7,5,17,15,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.2",TRUE,FALSE
"660","1-13","1","13","103",234785.222844043,8184721.02135709,NA,NA,11,1,14,13,12,5,0,0,0,0,0,23,0,0,0,0,0,0,0,11,9,FALSE,FALSE,FALSE,FALSE,"1.13.103",TRUE,FALSE
"669","1131-13","1","13","8",233901.5285235,8181139.12776567,7,7,7,5,6,5,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.8",TRUE,FALSE
"670","113-13","1","13","55",233751.0411863,8182494.7731011,7,NA,8,4,7,6,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,8,3,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"672","113-18","1","18","4",224573.497672625,8180414.39715912,4,5,5,7,7,6,7,5,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"677","113-24","1","24","2",222855.0837755,8180299.39541275,4,5,5,7,3,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"678","113-25","1","25","3",229856.102278095,8179692.1143971,5.09523809523809,6,6,6,21,21,21,7,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
"692","113-7","1","7","8",226317.643570739,8179985.69381387,3,4,4,8,18,18,16,2,0,0,0,0,0,23,0,0,0,0,0,0,0,4,5,FALSE,FALSE,FALSE,FALSE,"1.7.8",TRUE,FALSE
"696","113-8","1","8","10",230796.957690833,8179945.2885865,6,7,7,5,5,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.10",TRUE,FALSE
"698","1138-13","1","13","11",234358.453907833,8181224.66923983,7,7,7,5,1,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,5,FALSE,FALSE,FALSE,FALSE,"1.13.11",TRUE,FALSE
"700","113-9","1","9","12",198898.943331958,8181657.17533179,8,9,9,3,24,24,23,15,0,0,0,0,0,24,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.12",TRUE,FALSE
"711","1141-13","1","13","11",234526.740690333,8181205.15076133,7,7,7,5,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,"1.13.11",TRUE,FALSE
"712","114-13","1","13","55",233712.620163813,8182428.68357256,7,8,8,4,14,8,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,2,FALSE,FALSE,FALSE,FALSE,"1.13.55",TRUE,FALSE
"714","114-18","1","18","4",224568.91297,8180462.52247767,4,5,5,7,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.4",TRUE,FALSE
"716","1142-13","1","13","11",234567.292293429,8181201.73803271,7,7,7,5,7,5,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,FALSE,FALSE,FALSE,FALSE,"1.13.11",TRUE,FALSE
"719","114-24","1","24","2",222828.5247045,8180317.21634467,4,5,5,7,6,6,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.2",TRUE,FALSE
"720","114-25","1","25","3",229849.994803316,8179634.10620332,5.05263157894737,6,6,6,18,17,18,9,0,0,0,0,0,19,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.3",TRUE,FALSE
